FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,DEP_TIME,DEP_DELAY,ARR_TIME,ARR_DELAY
1291,14747,SEA,10397,ATL,900,0,1645,-6
1415,10397,ATL,12478,JFK,1213,3,1421,-10
1513,11433,DTW,10397,ATL,1643,2,1829,-19
1640,11433,DTW,10397,ATL,712,-8,914,-7
2824,10397,ATL,13487,MSP,1551,41,1715,20
17,11433,DTW,14747,SEA,1217,-1,1406,-5
43,12478,JFK,10397,ATL,1525,5,1757,-11
108,13487,MSP,10397,ATL,1305,0,1630,-10
177,10397,ATL,13487,MSP,1648,0,1820,-14
281,11433,DTW,14747,SEA,830,-6,1013,-22
413,13487,MSP,12478,JFK,1053,3,1428,-8
426,12478,JFK,10397,ATL,823,-7,1027,-43
446,10397,ATL,12478,JFK,1735,-4,2005,-5
462,12478,JFK,14747,SEA,1101,-4,1346,-21
528,11433,DTW,10397,ATL,1202,-4,1358,-15
589,13487,MSP,14747,SEA,1441,206,1607,193
629,10397,ATL,11433,DTW,916,6,1059,-9
713,14747,SEA,12478,JFK,2248,-7,641,-38
752,14747,SEA,10397,ATL,2232,4,556,-10
1342,13487,MSP,11433,DTW,2204,119,122,149
1435,11433,DTW,10397,ATL,1916,1,2107,-16
1549,13487,MSP,10397,ATL,1809,10,2233,58
1715,11433,DTW,10397,ATL,958,-2,1151,-8
1770,14747,SEA,13487,MSP,1519,3,320,
1823,11433,DTW,14747,SEA,2028,-2,2211,-15
1991,13487,MSP,10397,ATL,515,-5,832,-13
2032,13487,MSP,12478,JFK,706,-2,1048,-12
1290,10397,ATL,11433,DTW,2213,-2,2356,-19
1397,13487,MSP,14747,SEA,857,-3,1025,-17
1476,11433,DTW,13487,MSP,1347,-2,1427,-16
1608,10397,ATL,11433,DTW,1338,-2,1533,-12
2440,14747,SEA,13487,MSP,28,-7,530,-19
2536,13487,MSP,14747,SEA,2012,23,2148,13
1415,10397,ATL,12478,JFK,1209,-1,1419,-13
1598,14747,SEA,10397,ATL,558,-2,1340,-2
1768,14747,SEA,13487,MSP,859,-1,1409,-5
1904,10397,ATL,11433,DTW,1859,-1,2054,-7
2027,11433,DTW,12478,JFK,1957,-1,2126,-26
2193,13487,MSP,14747,SEA,659,-3,813,-30
2237,13487,MSP,14747,SEA,1527,-3,1648,-20
2308,14747,SEA,13487,MSP,1345,-4,1909,4
2350,10397,ATL,12478,JFK,811,1,1014,-13
2460,14747,SEA,10397,ATL,1215,0,2000,-2
2210,14747,SEA,11433,DTW,2328,2,625,-20
2237,13487,MSP,14747,SEA,1529,-1,1653,-17
2311,11433,DTW,10397,ATL,2026,-4,2225,-10
2350,10397,ATL,12478,JFK,809,-1,1015,-13
2460,14747,SEA,10397,ATL,1219,4,1945,-21
1598,14747,SEA,10397,ATL,558,-2,1322,-22
1734,13487,MSP,11433,DTW,1104,-8,1327,-33
1815,13487,MSP,10397,ATL,905,0,1227,-12
1768,14747,SEA,13487,MSP,858,-2,1401,-16
1866,13487,MSP,11433,DTW,623,-7,901,-14
1995,10397,ATL,14747,SEA,820,10,1020,-13
2424,14747,SEA,11433,DTW,1358,-2,2057,-20
2522,11433,DTW,13487,MSP,959,-3,1043,-15
2646,13487,MSP,14747,SEA,2218,28,2347,17
2826,10397,ATL,13487,MSP,1202,-3,1322,-20
22,13487,MSP,11433,DTW,1330,0,1608,-9
52,11433,DTW,13487,MSP,850,-2,942,-13
109,10397,ATL,13487,MSP,1756,14,2013,50
213,12478,JFK,13487,MSP,1902,22,2059,-3
356,10397,ATL,13487,MSP,2129,6,2334,31
421,14747,SEA,12478,JFK,1203,-7,2007,-32
438,12478,JFK,13487,MSP,1606,11,1801,-10
449,12478,JFK,11433,DTW,909,-1,1057,-26
462,12478,JFK,14747,SEA,1113,8,1408,1
528,11433,DTW,10397,ATL,1204,-2,1351,-22
589,13487,MSP,14747,SEA,1112,-3,1250,-4
629,10397,ATL,11433,DTW,909,-1,1054,-14
713,14747,SEA,12478,JFK,2304,9,711,-9
752,14747,SEA,10397,ATL,2223,-5,549,-16
815,14747,SEA,11433,DTW,938,-2,1640,-20
902,10397,ATL,11433,DTW,1447,-2,1635,-20
2826,10397,ATL,13487,MSP,1214,9,1344,2
23,11433,DTW,13487,MSP,1544,-1,1625,-23
87,11433,DTW,13487,MSP,1735,0,1806,-36
176,13487,MSP,10397,ATL,1520,0,1830,-24
220,12478,JFK,10397,ATL,1923,-2,2151,-17
356,10397,ATL,13487,MSP,2120,-3,2241,-22
421,14747,SEA,12478,JFK,1209,-1,2056,17
440,12478,JFK,10397,ATL,619,4,843,-2
783,13487,MSP,10397,ATL,623,-2,950,0
843,10397,ATL,12478,JFK,1027,-3,1227,-20
945,11433,DTW,13487,MSP,729,9,814,-7
984,10397,ATL,12478,JFK,2114,14,2336,11
1122,13487,MSP,10397,ATL,713,-2,1036,-3
677,13487,MSP,11433,DTW,1039,25,1312,9
748,10397,ATL,11433,DTW,1051,-4,1235,-20
785,11433,DTW,13487,MSP,1202,0,1244,-15
888,10397,ATL,13487,MSP,1945,0,2110,-15
968,14747,SEA,10397,ATL,738,0,1504,-20
1107,10397,ATL,14747,SEA,1954,0,2211,-9
1267,10397,ATL,11433,DTW,1730,-7,1926,-16
1357,13487,MSP,11433,DTW,1758,-2,2030,-17
1444,14747,SEA,11433,DTW,548,-6,1255,-14
1290,10397,ATL,11433,DTW,2211,-4,19,4
1904,10397,ATL,11433,DTW,1855,-5,2055,-9
2027,11433,DTW,12478,JFK,1951,-7,2131,-26
2210,14747,SEA,11433,DTW,2325,-1,617,-28
2237,13487,MSP,14747,SEA,1528,-2,1707,-3
2308,14747,SEA,13487,MSP,1348,-1,1854,-11
2350,10397,ATL,12478,JFK,810,0,1018,-10
1893,11433,DTW,10397,ATL,833,-2,1033,-7
2005,10397,ATL,11433,DTW,730,5,921,-2
2193,13487,MSP,14747,SEA,656,-6,834,-11
2237,13487,MSP,14747,SEA,1526,-4,1653,-17
2308,14747,SEA,13487,MSP,1348,-1,1853,-12
2350,10397,ATL,12478,JFK,810,0,1020,-8
2460,14747,SEA,10397,ATL,1213,-2,1943,-23
2547,14747,SEA,13487,MSP,1803,-7,2301,-21
2547,14747,SEA,13487,MSP,1810,0,2306,-16
2825,13487,MSP,10397,ATL,1110,-4,1425,-18
16,14747,SEA,11433,DTW,1137,-3,1833,-32
42,10397,ATL,12478,JFK,1515,0,1718,-26
108,13487,MSP,10397,ATL,1305,0,1623,-17
177,10397,ATL,13487,MSP,1648,0,1820,-14
281,11433,DTW,14747,SEA,833,-3,1037,2
411,14747,SEA,12478,JFK,734,-1,1533,-31
429,12478,JFK,10397,ATL,1109,-6,1312,-32
443,12478,JFK,14747,SEA,1703,4,1956,-15
460,12478,JFK,13487,MSP,1135,-5,1332,-14
526,10397,ATL,13487,MSP,2219,-2,2353,-6
588,14747,SEA,13487,MSP,1200,23,1703,3
595,14747,SEA,10397,ATL,1458,1,2217,-28
970,10397,ATL,14747,SEA,1826,0,2050,6
1109,14747,SEA,12478,JFK,1503,3,2312,-16
1290,10397,ATL,11433,DTW,2200,-15,2356,-19
1397,13487,MSP,14747,SEA,855,-5,1044,2
1476,11433,DTW,13487,MSP,1359,10,1444,1
1608,10397,ATL,11433,DTW,1338,-2,1520,-25
1750,10397,ATL,12478,JFK,2056,-4,2307,-18
1513,11433,DTW,10397,ATL,1643,2,1831,-17
461,12478,JFK,10397,ATL,1045,135,1305,115
526,10397,ATL,13487,MSP,2221,0,2352,-7
588,14747,SEA,13487,MSP,1146,9,1701,1
595,14747,SEA,10397,ATL,1514,17,2241,-4
677,13487,MSP,11433,DTW,1029,15,1315,12
748,10397,ATL,11433,DTW,1054,-1,1249,-6
785,11433,DTW,13487,MSP,1200,-2,1228,-31
888,10397,ATL,13487,MSP,1941,-4,2119,-6
968,14747,SEA,10397,ATL,737,-2,1523,-1
1055,11433,DTW,13487,MSP,2001,3,2040,-18
1237,14747,SEA,10397,ATL,1118,33,1845,8
551,10397,ATL,11433,DTW,2058,12,2232,-23
591,13487,MSP,10397,ATL,1940,-5,2250,-29
632,10397,ATL,13487,MSP,1352,2,1517,-15
744,13487,MSP,10397,ATL,1011,1,1326,-14
784,10397,ATL,13487,MSP,854,9,1024,3
862,10397,ATL,13487,MSP,1059,8,1233,4
967,10397,ATL,14747,SEA,1115,0,1319,-14
1055,11433,DTW,13487,MSP,2001,3,2036,-22
1267,10397,ATL,11433,DTW,1740,3,1941,-1
1357,13487,MSP,11433,DTW,1755,-5,2040,-7
1435,11433,DTW,10397,ATL,1913,-2,2104,-19
1549,13487,MSP,10397,ATL,1800,1,2130,-5
1715,11433,DTW,10397,ATL,955,-5,1159,0
1815,13487,MSP,10397,ATL,906,1,1225,-14
1904,10397,ATL,11433,DTW,1857,-3,2051,-13
2027,11433,DTW,12478,JFK,1955,-3,2144,-13
2350,10397,ATL,12478,JFK,816,6,1119,51
2460,14747,SEA,10397,ATL,1214,-1,1948,-18
2547,14747,SEA,13487,MSP,1807,-3,2312,-10
2807,12478,JFK,14747,SEA,1707,8,1946,-25
16,14747,SEA,11433,DTW,1142,2,1916,11
42,10397,ATL,12478,JFK,1640,85,1850,66
108,13487,MSP,10397,ATL,1311,6,1629,-11
177,10397,ATL,13487,MSP,1653,5,1834,-2
325,11433,DTW,10397,ATL,1350,5,1556,7
413,13487,MSP,12478,JFK,1049,-1,1446,10
429,12478,JFK,10397,ATL,1123,8,1335,-9
446,10397,ATL,12478,JFK,1852,73,2109,59
462,12478,JFK,14747,SEA,1103,-2,1322,-45
526,10397,ATL,13487,MSP,2220,-1,2341,-18
588,14747,SEA,13487,MSP,1154,17,1706,6
595,14747,SEA,10397,ATL,1505,8,2230,-15
677,13487,MSP,11433,DTW,1009,-5,1301,-2
2218,14747,SEA,11433,DTW,728,-2,1445,-5
2280,10397,ATL,11433,DTW,1618,-3,1807,-18
2314,14747,SEA,13487,MSP,648,-2,1155,-15
2424,14747,SEA,11433,DTW,1356,-4,2120,3
2522,11433,DTW,13487,MSP,1002,0,1039,-19
2646,13487,MSP,14747,SEA,2149,-1,2314,-16
2842,12478,JFK,10397,ATL,1719,-1,2002,-2
23,11433,DTW,13487,MSP,1542,-3,1618,-30
86,13487,MSP,11433,DTW,1510,-5,1758,0
173,10397,ATL,14747,SEA,1645,0,1850,-14
213,12478,JFK,13487,MSP,1854,14,2054,-8
328,14747,SEA,13487,MSP,858,-2,1404,-13
417,12478,JFK,10397,ATL,1704,-3,1943,-10
431,12478,JFK,10397,ATL,1329,-6,1542,-27
449,12478,JFK,11433,DTW,906,-4,1109,-14
478,13487,MSP,12478,JFK,1508,22,1903,18
895,13487,MSP,11433,DTW,1655,-5,1946,1
968,14747,SEA,10397,ATL,739,1,1506,-18
1107,10397,ATL,14747,SEA,2048,54,2247,27
1267,10397,ATL,11433,DTW,1734,-3,1913,-29
1357,13487,MSP,11433,DTW,1801,1,2048,1
1444,14747,SEA,11433,DTW,550,-4,1317,8
1444,14747,SEA,11433,DTW,550,-4,1317,8
1768,14747,SEA,13487,MSP,858,-2,1400,-17
1866,13487,MSP,11433,DTW,626,-4,920,5
1995,10397,ATL,14747,SEA,810,0,1035,2
2032,13487,MSP,12478,JFK,727,19,1115,15
2214,13487,MSP,12478,JFK,1955,15,2358,25
2253,13487,MSP,14747,SEA,1751,-4,1920,-20
2311,11433,DTW,10397,ATL,2028,-2,2234,-1
2350,10397,ATL,12478,JFK,808,-2,1016,-12
2460,14747,SEA,10397,ATL,1214,-1,1947,-19
2547,14747,SEA,13487,MSP,1759,-11,2303,-19
1715,11433,DTW,10397,ATL,958,-2,1152,-7
1815,13487,MSP,10397,ATL,902,-3,1214,-25
1904,10397,ATL,11433,DTW,1901,1,2054,-10
2027,11433,DTW,12478,JFK,2018,20,2216,19
2210,14747,SEA,11433,DTW,2324,-2,640,-5
2237,13487,MSP,14747,SEA,1524,-6,1645,-25
2308,14747,SEA,13487,MSP,1352,3,1908,3
2348,10397,ATL,14747,SEA,2119,4,2325,-19
2440,14747,SEA,13487,MSP,32,-3,520,-29
2536,13487,MSP,14747,SEA,1949,0,2138,3
2824,10397,ATL,13487,MSP,1510,3,1649,-5
2842,12478,JFK,10397,ATL,1725,5,1952,-12
23,11433,DTW,13487,MSP,1542,-3,1628,-20
87,11433,DTW,13487,MSP,1735,0,1818,-24
176,13487,MSP,10397,ATL,1518,-2,1837,-17
220,12478,JFK,10397,ATL,1939,14,2208,0
356,10397,ATL,13487,MSP,2125,2,2249,-14
421,14747,SEA,12478,JFK,1209,-1,2033,-6
438,12478,JFK,13487,MSP,1556,1,1756,-19
451,12478,JFK,13487,MSP,806,-4,1001,-23
478,13487,MSP,12478,JFK,1441,-5,1820,-25
551,10397,ATL,11433,DTW,2041,-5,2227,-28
1435,11433,DTW,10397,ATL,1911,-4,2105,-18
744,13487,MSP,10397,ATL,1016,6,1458,
752,14747,SEA,10397,ATL,2227,-1,556,-10
815,14747,SEA,11433,DTW,935,-5,1658,-2
2792,12478,JFK,10397,ATL,830,0,1058,-12
2826,10397,ATL,13487,MSP,1202,-3,1331,-11
1476,11433,DTW,13487,MSP,1347,-2,1427,-16
1608,10397,ATL,11433,DTW,1344,4,1528,-17
2824,10397,ATL,13487,MSP,1507,-3,1637,-18
17,11433,DTW,14747,SEA,1216,-2,1417,6
43,12478,JFK,10397,ATL,1537,17,1805,-3
108,13487,MSP,10397,ATL,1302,-3,1619,-21
177,10397,ATL,13487,MSP,1643,-5,1849,13
281,11433,DTW,14747,SEA,836,0,1041,6
411,14747,SEA,12478,JFK,742,7,1536,-28
426,12478,JFK,10397,ATL,850,20,1114,4
440,12478,JFK,10397,ATL,615,0,822,-23
453,12478,JFK,14747,SEA,1658,-1,2046,35
526,10397,ATL,13487,MSP,2301,40,40,41
588,14747,SEA,13487,MSP,1145,8,1632,-28
595,14747,SEA,10397,ATL,1457,0,2218,-27
677,13487,MSP,11433,DTW,1013,-1,1247,-16
748,10397,ATL,11433,DTW,1052,-3,1243,-12
785,11433,DTW,13487,MSP,1157,-5,1236,-23
888,10397,ATL,13487,MSP,2040,55,2215,50
968,14747,SEA,10397,ATL,736,-2,1458,-26
1055,11433,DTW,13487,MSP,1957,-1,2038,-20
2807,12478,JFK,14747,SEA,1715,16,1955,-16
16,14747,SEA,11433,DTW,1137,-3,1852,-11
42,10397,ATL,12478,JFK,1519,4,1733,-9
109,10397,ATL,13487,MSP,1740,-2,1906,-13
211,12478,JFK,14747,SEA,1938,13,2302,21
325,11433,DTW,10397,ATL,1204,-2,1402,-9
413,13487,MSP,12478,JFK,1052,2,1428,-10
426,12478,JFK,10397,ATL,1330,-5,1536,-28
455,12478,JFK,14747,SEA,825,20,1115,-2
588,14747,SEA,13487,MSP,1144,7,1656,-4
629,10397,ATL,11433,DTW,910,0,1110,5
733,11433,DTW,14747,SEA,1550,5,1711,-27
783,13487,MSP,10397,ATL,620,-5,934,-15
843,10397,ATL,12478,JFK,1028,-2,1238,-7
968,14747,SEA,10397,ATL,742,4,1521,-1
1055,11433,DTW,13487,MSP,1956,-2,2036,-21
1290,10397,ATL,11433,DTW,2215,0,2400,-12
1768,14747,SEA,13487,MSP,645,0,1209,3
1880,10397,ATL,11433,DTW,2112,7,2252,-20
1965,10397,ATL,14747,SEA,1656,1,1852,-34
2005,10397,ATL,11433,DTW,724,-1,915,-7
2048,12478,JFK,10397,ATL,1716,-4,1930,-25
1893,11433,DTW,10397,ATL,844,4,1044,-1
1991,13487,MSP,10397,ATL,517,-3,848,1
2027,11433,DTW,12478,JFK,2022,-3,2211,-12
2157,14747,SEA,11433,DTW,2223,-7,527,-15
2218,14747,SEA,11433,DTW,554,-6,1307,-8
2283,11433,DTW,10397,ATL,609,-6,757,-21
2350,10397,ATL,12478,JFK,807,-3,1002,-22
1715,11433,DTW,10397,ATL,953,-2,1141,-14
1290,10397,ATL,11433,DTW,2238,13,28,-4
1357,13487,MSP,11433,DTW,1735,-5,2011,-15
1486,13487,MSP,10397,ATL,719,-5,1104,14
1640,11433,DTW,10397,ATL,709,-7,909,-7
1823,11433,DTW,14747,SEA,2023,-2,2222,-7
1929,10397,ATL,14747,SEA,817,-3,1045,-5
1402,11433,DTW,10397,ATL,2031,6,2234,1
1549,13487,MSP,10397,ATL,1804,-1,2200,16
1715,11433,DTW,10397,ATL,954,-1,1151,-4
1823,11433,DTW,14747,SEA,2021,-4,2152,-37
1929,10397,ATL,14747,SEA,819,-1,1017,-33
2005,10397,ATL,11433,DTW,721,-4,909,-13
2048,12478,JFK,10397,ATL,1712,-8,1931,-24
2193,13487,MSP,14747,SEA,657,-3,812,-33
2221,11433,DTW,14747,SEA,1740,0,1906,-34
2308,14747,SEA,13487,MSP,1305,-5,1837,4
325,11433,DTW,10397,ATL,1345,-1,1546,-3
413,13487,MSP,12478,JFK,1051,-4,1418,-21
439,12478,JFK,10397,ATL,1119,-6,1401,9
454,12478,JFK,14747,SEA,1555,-5,1856,-22
464,12478,JFK,14747,SEA,805,0,1125,0
535,10397,ATL,11433,DTW,1900,-5,2044,-24
630,11433,DTW,10397,ATL,1753,-1,1958,-7
748,10397,ATL,11433,DTW,1055,0,1234,-20
830,10397,ATL,12478,JFK,1213,-2,1414,-22
888,10397,ATL,13487,MSP,2000,10,2130,0
947,11433,DTW,13487,MSP,957,-3,1037,-16
991,10397,ATL,11433,DTW,1307,13,1441,-14
1107,10397,ATL,14747,SEA,1858,-2,2121,-10
2424,14747,SEA,11433,DTW,1354,-6,2103,-16
2547,14747,SEA,13487,MSP,1809,-6,2306,-23
1997,13487,MSP,10397,ATL,1632,-3,1957,-13
2039,10397,ATL,14747,SEA,944,-1,1224,11
2193,13487,MSP,14747,SEA,657,-3,823,-22
2221,11433,DTW,14747,SEA,1749,9,1923,-17
2308,14747,SEA,13487,MSP,1309,-1,1825,-8
2368,13487,MSP,11433,DTW,854,-1,1122,-16
2492,13487,MSP,12478,JFK,1453,0,1840,-5
2577,10397,ATL,13487,MSP,1349,-1,1513,-22
2795,14747,SEA,10397,ATL,1444,-1,2231,-2
2826,10397,ATL,13487,MSP,1216,11,1333,-12
38,14747,SEA,11433,DTW,1141,0,1839,-29
87,11433,DTW,13487,MSP,1750,0,1839,-18
109,10397,ATL,13487,MSP,1755,0,1919,-21
213,12478,JFK,13487,MSP,1840,0,2040,-18
2218,14747,SEA,11433,DTW,558,-2,1255,-20
2283,11433,DTW,10397,ATL,608,-7,803,-15
2350,10397,ATL,12478,JFK,821,11,1010,-14
2440,14747,SEA,13487,MSP,48,3,541,-18
830,10397,ATL,12478,JFK,1209,-1,1426,-2
889,14747,SEA,13487,MSP,907,-3,1402,-26
984,10397,ATL,12478,JFK,2117,12,2334,5
1096,11433,DTW,13487,MSP,1212,-2,1303,-5
1342,13487,MSP,11433,DTW,1959,-6,2231,-18
1476,11433,DTW,13487,MSP,1336,-4,1417,-17
1640,11433,DTW,10397,ATL,657,-3,850,-8
1823,11433,DTW,14747,SEA,1951,-4,2136,-19
784,10397,ATL,13487,MSP,845,0,1012,-13
857,13487,MSP,10397,ATL,1112,0,1421,-20
902,10397,ATL,11433,DTW,1449,0,1629,-26
968,14747,SEA,10397,ATL,734,-4,1512,-14
1060,14747,SEA,10397,ATL,1341,182,2100,148
1121,11433,DTW,10397,ATL,1921,-4,2124,-6
1342,13487,MSP,11433,DTW,2003,-2,2245,-7
1991,13487,MSP,10397,ATL,514,-6,828,-18
2027,11433,DTW,12478,JFK,2024,-1,2216,-5
2157,14747,SEA,11433,DTW,2351,-8,639,-33
2214,13487,MSP,12478,JFK,1937,-6,2309,-23
2283,11433,DTW,10397,ATL,559,-1,757,-5
2368,13487,MSP,11433,DTW,857,2,1121,-16
2559,12478,JFK,10397,ATL,841,1,1042,-32
2646,13487,MSP,14747,SEA,2201,-2,2342,-2
17,11433,DTW,14747,SEA,1209,-6,1412,-3
42,10397,ATL,12478,JFK,1506,-4,1712,-23
87,11433,DTW,13487,MSP,1747,-3,1831,-26
109,10397,ATL,13487,MSP,1753,-2,1921,-19
213,12478,JFK,13487,MSP,1838,-2,2037,-21
411,14747,SEA,12478,JFK,741,-4,1608,-2
439,12478,JFK,10397,ATL,1122,-3,1335,-17
454,12478,JFK,14747,SEA,1556,-4,1946,28
499,12478,JFK,13487,MSP,804,-1,1000,-14
588,14747,SEA,13487,MSP,1135,5,1645,-9
677,13487,MSP,11433,DTW,1012,-4,1251,-12
2561,12478,JFK,11433,DTW,901,-9,1054,-28
2795,14747,SEA,10397,ATL,1448,3,2210,-23
2826,10397,ATL,13487,MSP,1209,4,1335,-10
42,10397,ATL,12478,JFK,1547,37,1742,7
94,11433,DTW,10397,ATL,1204,-2,1403,-11
176,13487,MSP,10397,ATL,1500,-5,1821,-16
325,11433,DTW,10397,ATL,1344,-2,1541,-8
2536,13487,MSP,14747,SEA,1937,0,2131,7
2610,10397,ATL,13487,MSP,728,-2,843,-27
2798,13487,MSP,11433,DTW,623,-7,855,-16
17,11433,DTW,14747,SEA,1216,1,1417,5
42,10397,ATL,12478,JFK,1506,-4,1709,-25
109,10397,ATL,13487,MSP,1755,0,1933,-3
213,12478,JFK,13487,MSP,1838,-2,2038,-15
411,14747,SEA,12478,JFK,743,-2,1603,-5
442,12478,JFK,13487,MSP,1134,-6,1344,4
463,12478,JFK,10397,ATL,1451,76,1721,81
535,10397,ATL,11433,DTW,1905,0,2057,-9
630,11433,DTW,10397,ATL,1818,3,2010,-12
748,10397,ATL,11433,DTW,1049,-3,1239,-11
1815,13487,MSP,10397,ATL,913,8,1228,-9
1921,10397,ATL,11433,DTW,1634,3,1832,-1
1997,13487,MSP,10397,ATL,1638,3,2006,-4
2048,12478,JFK,10397,ATL,1722,2,1934,-21
2201,14747,SEA,12478,JFK,2230,-5,634,-21
2237,13487,MSP,14747,SEA,1521,-4,1659,-11
2348,10397,ATL,14747,SEA,2114,-1,2322,-28
2424,14747,SEA,11433,DTW,1356,-4,2111,-8
2559,12478,JFK,10397,ATL,838,-2,1104,-13
1342,13487,MSP,11433,DTW,2004,-1,2242,-10
1402,11433,DTW,10397,ATL,2043,18,2236,3
1549,13487,MSP,10397,ATL,1809,4,2130,-14
1290,10397,ATL,11433,DTW,2223,-2,2,-30
1357,13487,MSP,11433,DTW,1739,-1,2011,-15
1486,13487,MSP,10397,ATL,719,-5,1049,-1
1640,11433,DTW,10397,ATL,738,22,936,20
1770,14747,SEA,13487,MSP,1523,-2,2021,-25
1893,11433,DTW,10397,ATL,1055,135,1247,122
1397,13487,MSP,14747,SEA,855,-5,1034,-11
94,11433,DTW,10397,ATL,1203,-3,1400,-14
176,13487,MSP,10397,ATL,1504,-1,1822,-15
356,10397,ATL,13487,MSP,2118,-2,2238,-29
420,10397,ATL,12478,JFK,1412,-1,1613,-21
439,12478,JFK,10397,ATL,1124,-1,1334,-18
454,12478,JFK,14747,SEA,1558,-2,1837,-41
464,12478,JFK,14747,SEA,801,-4,1039,-46
528,11433,DTW,10397,ATL,1546,-3,1746,-13
629,10397,ATL,11433,DTW,904,-1,1046,-17
744,13487,MSP,10397,ATL,1007,2,1337,1
815,14747,SEA,11433,DTW,940,0,1647,-13
862,10397,ATL,13487,MSP,1049,-1,1212,-18
2646,13487,MSP,14747,SEA,2217,14,2347,1
2819,14747,SEA,10397,ATL,1215,0,1952,-13
22,13487,MSP,11433,DTW,1330,0,1606,-10
43,12478,JFK,10397,ATL,1536,11,1753,-9
94,11433,DTW,10397,ATL,1204,-2,1406,-8
176,13487,MSP,10397,ATL,1506,1,1828,-9
325,11433,DTW,10397,ATL,1426,40,1624,35
413,13487,MSP,12478,JFK,1053,-2,1431,-8
439,12478,JFK,10397,ATL,1128,3,1333,-19
454,12478,JFK,14747,SEA,1609,9,1918,0
464,12478,JFK,14747,SEA,802,-3,1112,-13
535,10397,ATL,11433,DTW,1904,-1,2043,-25
630,11433,DTW,10397,ATL,1921,87,2111,66
748,10397,ATL,11433,DTW,1152,57,1329,35
830,10397,ATL,12478,JFK,1219,4,1428,-8
888,10397,ATL,13487,MSP,1949,-1,2109,-21
945,11433,DTW,13487,MSP,657,-3,742,-18
984,10397,ATL,12478,JFK,2107,2,2313,-20
1096,11433,DTW,13487,MSP,1200,-5,1240,-21
2201,14747,SEA,12478,JFK,2230,-5,621,-34
2237,13487,MSP,14747,SEA,1524,-1,1657,-13
413,13487,MSP,12478,JFK,1050,-5,1425,-14
438,12478,JFK,13487,MSP,1602,2,1818,6
446,10397,ATL,12478,JFK,1748,-2,1951,-24
464,12478,JFK,14747,SEA,801,-4,1101,-24
535,10397,ATL,11433,DTW,1904,-1,2055,-13
630,11433,DTW,10397,ATL,1749,-5,1951,-14
748,10397,ATL,11433,DTW,1103,8,1252,-2
830,10397,ATL,12478,JFK,1213,-2,1418,-18
888,10397,ATL,13487,MSP,1948,-2,2109,-21
947,11433,DTW,13487,MSP,955,-5,1040,-13
991,10397,ATL,11433,DTW,1252,-2,1439,-16
1107,10397,ATL,14747,SEA,1858,-2,2130,-1
177,10397,ATL,13487,MSP,1459,-2,1646,-3
411,14747,SEA,12478,JFK,743,-2,1554,-16
431,12478,JFK,10397,ATL,1942,17,2206,0
446,10397,ATL,12478,JFK,1746,-4,1946,-29
463,12478,JFK,10397,ATL,1330,-5,1540,-25
526,10397,ATL,13487,MSP,2227,2,2343,-31
589,13487,MSP,14747,SEA,1118,-2,1252,-10
733,11433,DTW,14747,SEA,1532,-3,1710,-27
784,10397,ATL,13487,MSP,849,4,1009,-16
857,13487,MSP,10397,ATL,1108,-4,1425,-16
902,10397,ATL,11433,DTW,1448,-1,1633,-22
968,14747,SEA,10397,ATL,737,-1,1510,-16
1060,14747,SEA,10397,ATL,1036,-3,1753,-39
1121,11433,DTW,10397,ATL,1922,-3,2111,-19
1342,13487,MSP,11433,DTW,2000,-5,2238,-14
1486,13487,MSP,10397,ATL,721,-3,1046,-4
1640,11433,DTW,10397,ATL,714,-2,913,-3
1770,14747,SEA,13487,MSP,1521,-4,2017,-29
1893,11433,DTW,10397,ATL,836,-4,1040,-5
1991,13487,MSP,10397,ATL,513,-7,834,-13
2032,13487,MSP,12478,JFK,712,-5,1054,-6
2174,12478,JFK,13487,MSP,1557,-3,1746,-26
1727,13487,MSP,11433,DTW,1330,0,1558,-18
1823,11433,DTW,14747,SEA,2024,-1,2159,-30
1929,10397,ATL,14747,SEA,819,-1,1123,33
1998,11433,DTW,13487,MSP,856,4,938,-17
2039,10397,ATL,14747,SEA,944,-1,1228,15
2193,13487,MSP,14747,SEA,658,-2,829,-16
2221,11433,DTW,14747,SEA,1753,13,1937,-3
1998,11433,DTW,13487,MSP,850,-2,930,-25
2039,10397,ATL,14747,SEA,944,-1,1213,0
2201,14747,SEA,12478,JFK,2233,-2,646,-9
2237,13487,MSP,14747,SEA,1523,-2,1657,-13
2329,10397,ATL,14747,SEA,1311,-4,1515,-23
2423,11433,DTW,14747,SEA,829,-1,1113,38
2536,13487,MSP,14747,SEA,1934,-3,2121,-3
2577,10397,ATL,13487,MSP,1350,0,1509,-26
2795,14747,SEA,10397,ATL,1441,-4,2213,-20
2826,10397,ATL,13487,MSP,1201,-4,1321,-24
42,10397,ATL,12478,JFK,1530,20,1737,2
87,11433,DTW,13487,MSP,1744,-6,1827,-30
109,10397,ATL,13487,MSP,1752,-3,1917,-23
2561,12478,JFK,11433,DTW,902,-8,1054,-28
2787,13487,MSP,10397,ATL,1934,-1,2242,-26
2824,10397,ATL,13487,MSP,1639,-1,1814,-17
38,14747,SEA,11433,DTW,1136,-5,1848,-20
86,13487,MSP,11433,DTW,1532,2,1759,-12
108,13487,MSP,10397,ATL,1314,-1,1630,-19
213,12478,JFK,13487,MSP,1839,-1,2050,-8
